sample	strainID	genus	species	count	count_correct	replicate	day	measure_env	evolution_env
T1BTS4_t3	HAMBI_0403	Comamonas	testosteroni	157	128	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1279	Hafnia	alvei	33	35	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1287	Citrobacter	koseri	148	155	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1292	Morganella	morganii	60	63	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1299	Kluyvera	intermedia	38	35	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1842	Sphingobium	yanoikuyae	114	209	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1896	Sphingobacterium	spiritivorum	1902	3486	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1972	Aeromonas	caviae	11543	8463	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1977	Pseudomonas	chlororaphis	133	195	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_1988	Chitinophaga	sancti	0	0	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2159	Trinickia	caryophylli	3	5	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2160	Bordetella	avium	51	125	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2164	Cupriavidus	oxalaticus	5	7	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2443	Paracoccus	denitrificans	28	68	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2494	Paraburkholderia	kururiensis	5	9	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2659	Stenotrophomonas	maltophilia	637	1168	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_2792	Moraxella	canis	0	0	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_3031	Niabella	yanshanensis	56	205	D	84	bact	bact_pred_strep
T1BTS4_t3	HAMBI_3237	Microvirga	lotononidis	12	15	D	84	bact	bact_pred_strep
T1BTS5_t1	HAMBI_0006	Pseudomonas	putida	3196	3440	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_0105	Agrobacterium	tumefaciens	293	552	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_0262	Brevundimonas	bullata	0	0	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_0403	Comamonas	testosteroni	39	33	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1279	Hafnia	alvei	1	1	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1287	Citrobacter	koseri	217	234	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1292	Morganella	morganii	28	30	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1299	Kluyvera	intermedia	1	1	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1842	Sphingobium	yanoikuyae	29	55	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1896	Sphingobacterium	spiritivorum	2343	4413	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1972	Aeromonas	caviae	15495	11675	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1977	Pseudomonas	chlororaphis	1477	2226	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_1988	Chitinophaga	sancti	0	0	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2159	Trinickia	caryophylli	7	13	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2160	Bordetella	avium	100	251	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2164	Cupriavidus	oxalaticus	4	6	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2443	Paracoccus	denitrificans	20	50	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2494	Paraburkholderia	kururiensis	0	0	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2659	Stenotrophomonas	maltophilia	224	422	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_2792	Moraxella	canis	0	0	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_3031	Niabella	yanshanensis	26	98	E	28	bact	bact_pred_strep
T1BTS5_t1	HAMBI_3237	Microvirga	lotononidis	0	0	E	28	bact	bact_pred_strep
T1BTS5_t2	HAMBI_0006	Pseudomonas	putida	3954	4310	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_0105	Agrobacterium	tumefaciens	467	891	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_0262	Brevundimonas	bullata	0	0	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_0403	Comamonas	testosteroni	22	19	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1279	Hafnia	alvei	3	3	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1287	Citrobacter	koseri	11	12	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1292	Morganella	morganii	64	70	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1299	Kluyvera	intermedia	3	3	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1842	Sphingobium	yanoikuyae	69	132	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1896	Sphingobacterium	spiritivorum	2145	4092	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1972	Aeromonas	caviae	14696	11214	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1977	Pseudomonas	chlororaphis	494	754	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_1988	Chitinophaga	sancti	0	0	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2159	Trinickia	caryophylli	1	2	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2160	Bordetella	avium	105	267	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2164	Cupriavidus	oxalaticus	12	18	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2443	Paracoccus	denitrificans	3	8	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2494	Paraburkholderia	kururiensis	5	10	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2659	Stenotrophomonas	maltophilia	147	280	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_2792	Moraxella	canis	0	0	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_3031	Niabella	yanshanensis	41	156	E	56	bact	bact_pred_strep
T1BTS5_t2	HAMBI_3237	Microvirga	lotononidis	9	11	E	56	bact	bact_pred_strep
T1BTS5_t3	HAMBI_0006	Pseudomonas	putida	3015	3073	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_0105	Agrobacterium	tumefaciens	417	744	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_0262	Brevundimonas	bullata	0	0	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_0403	Comamonas	testosteroni	56	44	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1279	Hafnia	alvei	4	4	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1287	Citrobacter	koseri	50	51	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1292	Morganella	morganii	114	116	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1299	Kluyvera	intermedia	5	4	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1842	Sphingobium	yanoikuyae	108	193	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1896	Sphingobacterium	spiritivorum	2175	3879	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1972	Aeromonas	caviae	9896	7060	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1977	Pseudomonas	chlororaphis	293	418	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_1988	Chitinophaga	sancti	0	0	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2159	Trinickia	caryophylli	0	0	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2160	Bordetella	avium	92	219	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2164	Cupriavidus	oxalaticus	2	3	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2443	Paracoccus	denitrificans	19	45	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2494	Paraburkholderia	kururiensis	1	2	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2659	Stenotrophomonas	maltophilia	373	665	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_2792	Moraxella	canis	0	0	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_3031	Niabella	yanshanensis	38	136	E	84	bact	bact_pred_strep
T1BTS5_t3	HAMBI_3237	Microvirga	lotononidis	9	11	E	84	bact	bact_pred_strep
T1BTS6_t1	HAMBI_0006	Pseudomonas	putida	4093	4323	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_0105	Agrobacterium	tumefaciens	228	421	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_0262	Brevundimonas	bullata	0	0	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_0403	Comamonas	testosteroni	67	55	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1279	Hafnia	alvei	1	1	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1287	Citrobacter	koseri	992	1048	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1292	Morganella	morganii	19	20	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1299	Kluyvera	intermedia	1	1	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1842	Sphingobium	yanoikuyae	66	122	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1896	Sphingobacterium	spiritivorum	1534	2835	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1972	Aeromonas	caviae	11071	8185	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1977	Pseudomonas	chlororaphis	1216	1798	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_1988	Chitinophaga	sancti	0	0	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2159	Trinickia	caryophylli	6	11	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2160	Bordetella	avium	78	192	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2164	Cupriavidus	oxalaticus	2	3	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2443	Paracoccus	denitrificans	22	54	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2494	Paraburkholderia	kururiensis	1	2	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2659	Stenotrophomonas	maltophilia	267	493	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_2792	Moraxella	canis	0	0	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_3031	Niabella	yanshanensis	37	137	F	28	bact	bact_pred_strep
T1BTS6_t1	HAMBI_3237	Microvirga	lotononidis	0	0	F	28	bact	bact_pred_strep
T1BTS6_t2	HAMBI_0006	Pseudomonas	putida	4254	4534	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_0105	Agrobacterium	tumefaciens	395	737	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_0262	Brevundimonas	bullata	0	0	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_0403	Comamonas	testosteroni	180	149	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1279	Hafnia	alvei	2	2	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1287	Citrobacter	koseri	97	103	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1292	Morganella	morganii	55	59	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1299	Kluyvera	intermedia	2	2	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1842	Sphingobium	yanoikuyae	88	164	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1896	Sphingobacterium	spiritivorum	2426	4525	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1972	Aeromonas	caviae	13615	10157	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1977	Pseudomonas	chlororaphis	456	680	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_1988	Chitinophaga	sancti	0	0	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2159	Trinickia	caryophylli	2	4	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2160	Bordetella	avium	99	246	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2164	Cupriavidus	oxalaticus	3	4	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2443	Paracoccus	denitrificans	11	27	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2494	Paraburkholderia	kururiensis	6	11	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2659	Stenotrophomonas	maltophilia	177	330	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_2792	Moraxella	canis	0	0	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_3031	Niabella	yanshanensis	47	175	F	56	bact	bact_pred_strep
T1BTS6_t2	HAMBI_3237	Microvirga	lotononidis	17	21	F	56	bact	bact_pred_strep
T1BTS6_t3	HAMBI_0006	Pseudomonas	putida	4634	4774	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_0105	Agrobacterium	tumefaciens	552	995	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_0262	Brevundimonas	bullata	0	0	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_0403	Comamonas	testosteroni	280	224	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1279	Hafnia	alvei	7	7	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1287	Citrobacter	koseri	91	94	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1292	Morganella	morganii	81	83	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1299	Kluyvera	intermedia	8	7	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1842	Sphingobium	yanoikuyae	67	121	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1896	Sphingobacterium	spiritivorum	3073	5541	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1972	Aeromonas	caviae	13213	9529	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1977	Pseudomonas	chlororaphis	338	488	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_1988	Chitinophaga	sancti	0	0	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2159	Trinickia	caryophylli	0	0	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2160	Bordetella	avium	75	180	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2164	Cupriavidus	oxalaticus	7	10	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2443	Paracoccus	denitrificans	12	29	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2494	Paraburkholderia	kururiensis	4	7	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2659	Stenotrophomonas	maltophilia	326	588	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_2792	Moraxella	canis	0	0	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_3031	Niabella	yanshanensis	34	123	F	84	bact	bact_pred_strep
T1BTS6_t3	HAMBI_3237	Microvirga	lotononidis	9	11	F	84	bact	bact_pred_strep
T2A1_t1	HAMBI_0006	Pseudomonas	putida	3591	3450	A	28	bact_pred	anc
T2A1_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	A	28	bact_pred	anc
T2A1_t1	HAMBI_0105	Agrobacterium	tumefaciens	157	264	A	28	bact_pred	anc
T2A1_t1	HAMBI_0262	Brevundimonas	bullata	0	0	A	28	bact_pred	anc
T2A1_t1	HAMBI_0403	Comamonas	testosteroni	3723	2782	A	28	bact_pred	anc
T2A1_t1	HAMBI_1279	Hafnia	alvei	15	14	A	28	bact_pred	anc
T2A1_t1	HAMBI_1287	Citrobacter	koseri	7117	6837	A	28	bact_pred	anc
T2A1_t1	HAMBI_1292	Morganella	morganii	217	208	A	28	bact_pred	anc
T2A1_t1	HAMBI_1299	Kluyvera	intermedia	17	14	A	28	bact_pred	anc
T2A1_t1	HAMBI_1842	Sphingobium	yanoikuyae	70	118	A	28	bact_pred	anc
T2A1_t1	HAMBI_1896	Sphingobacterium	spiritivorum	371	624	A	28	bact_pred	anc
T2A1_t1	HAMBI_1972	Aeromonas	caviae	558	375	A	28	bact_pred	anc
T2A1_t1	HAMBI_1977	Pseudomonas	chlororaphis	96	129	A	28	bact_pred	anc
T2A1_t1	HAMBI_1988	Chitinophaga	sancti	0	0	A	28	bact_pred	anc
T2A1_t1	HAMBI_2159	Trinickia	caryophylli	3	5	A	28	bact_pred	anc
T2A1_t1	HAMBI_2160	Bordetella	avium	90	202	A	28	bact_pred	anc
T2A1_t1	HAMBI_2164	Cupriavidus	oxalaticus	11	15	A	28	bact_pred	anc
T2A1_t1	HAMBI_2443	Paracoccus	denitrificans	35	78	A	28	bact_pred	anc
T2A1_t1	HAMBI_2494	Paraburkholderia	kururiensis	4	7	A	28	bact_pred	anc
T2A1_t1	HAMBI_2659	Stenotrophomonas	maltophilia	1378	2317	A	28	bact_pred	anc
T2A1_t1	HAMBI_2792	Moraxella	canis	0	0	A	28	bact_pred	anc
T2A1_t1	HAMBI_3031	Niabella	yanshanensis	6	20	A	28	bact_pred	anc
T2A1_t1	HAMBI_3237	Microvirga	lotononidis	0	0	A	28	bact_pred	anc
T2A1_t2	HAMBI_0006	Pseudomonas	putida	4496	4994	A	56	bact_pred	anc
T2A1_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	A	56	bact_pred	anc
T2A1_t2	HAMBI_0105	Agrobacterium	tumefaciens	212	412	A	56	bact_pred	anc
T2A1_t2	HAMBI_0262	Brevundimonas	bullata	0	0	A	56	bact_pred	anc
T2A1_t2	HAMBI_0403	Comamonas	testosteroni	989	854	A	56	bact_pred	anc
T2A1_t2	HAMBI_1279	Hafnia	alvei	0	0	A	56	bact_pred	anc
T2A1_t2	HAMBI_1287	Citrobacter	koseri	1799	1998	A	56	bact_pred	anc
T2A1_t2	HAMBI_1292	Morganella	morganii	176	195	A	56	bact_pred	anc
T2A1_t2	HAMBI_1299	Kluyvera	intermedia	0	0	A	56	bact_pred	anc
T2A1_t2	HAMBI_1842	Sphingobium	yanoikuyae	100	194	A	56	bact_pred	anc
T2A1_t2	HAMBI_1896	Sphingobacterium	spiritivorum	615	1195	A	56	bact_pred	anc
T2A1_t2	HAMBI_1972	Aeromonas	caviae	11548	8978	A	56	bact_pred	anc
T2A1_t2	HAMBI_1977	Pseudomonas	chlororaphis	56	87	A	56	bact_pred	anc
T2A1_t2	HAMBI_1988	Chitinophaga	sancti	0	0	A	56	bact_pred	anc
T2A1_t2	HAMBI_2159	Trinickia	caryophylli	2	4	A	56	bact_pred	anc
T2A1_t2	HAMBI_2160	Bordetella	avium	153	397	A	56	bact_pred	anc
T2A1_t2	HAMBI_2164	Cupriavidus	oxalaticus	27	42	A	56	bact_pred	anc
T2A1_t2	HAMBI_2443	Paracoccus	denitrificans	24	62	A	56	bact_pred	anc
T2A1_t2	HAMBI_2494	Paraburkholderia	kururiensis	48	93	A	56	bact_pred	anc
T2A1_t2	HAMBI_2659	Stenotrophomonas	maltophilia	696	1353	A	56	bact_pred	anc
T2A1_t2	HAMBI_2792	Moraxella	canis	0	0	A	56	bact_pred	anc
T2A1_t2	HAMBI_3031	Niabella	yanshanensis	23	89	A	56	bact_pred	anc
T2A1_t2	HAMBI_3237	Microvirga	lotononidis	51	66	A	56	bact_pred	anc
T2A1_t3	HAMBI_0006	Pseudomonas	putida	2193	2415	A	84	bact_pred	anc
T2A1_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	A	84	bact_pred	anc
T2A1_t3	HAMBI_0105	Agrobacterium	tumefaciens	261	503	A	84	bact_pred	anc
T2A1_t3	HAMBI_0262	Brevundimonas	bullata	3	8	A	84	bact_pred	anc
T2A1_t3	HAMBI_0403	Comamonas	testosteroni	414	355	A	84	bact_pred	anc
T2A1_t3	HAMBI_1279	Hafnia	alvei	20	22	A	84	bact_pred	anc
T2A1_t3	HAMBI_1287	Citrobacter	koseri	541	596	A	84	bact_pred	anc
T2A1_t3	HAMBI_1292	Morganella	morganii	92	101	A	84	bact_pred	anc
T2A1_t3	HAMBI_1299	Kluyvera	intermedia	14	13	A	84	bact_pred	anc
T2A1_t3	HAMBI_1842	Sphingobium	yanoikuyae	57	110	A	84	bact_pred	anc
T2A1_t3	HAMBI_1896	Sphingobacterium	spiritivorum	1070	2062	A	84	bact_pred	anc
T2A1_t3	HAMBI_1972	Aeromonas	caviae	11946	9209	A	84	bact_pred	anc
T2A1_t3	HAMBI_1977	Pseudomonas	chlororaphis	28	43	A	84	bact_pred	anc
T2A1_t3	HAMBI_1988	Chitinophaga	sancti	5	8	A	84	bact_pred	anc
T2A1_t3	HAMBI_2159	Trinickia	caryophylli	12	23	A	84	bact_pred	anc
T2A1_t3	HAMBI_2160	Bordetella	avium	93	239	A	84	bact_pred	anc
T2A1_t3	HAMBI_2164	Cupriavidus	oxalaticus	9	14	A	84	bact_pred	anc
T2A1_t3	HAMBI_2443	Paracoccus	denitrificans	29	75	A	84	bact_pred	anc
T2A1_t3	HAMBI_2494	Paraburkholderia	kururiensis	14	27	A	84	bact_pred	anc
T2A1_t3	HAMBI_2659	Stenotrophomonas	maltophilia	921	1775	A	84	bact_pred	anc
T2A1_t3	HAMBI_2792	Moraxella	canis	0	0	A	84	bact_pred	anc
T2A1_t3	HAMBI_3031	Niabella	yanshanensis	37	143	A	84	bact_pred	anc
T2A1_t3	HAMBI_3237	Microvirga	lotononidis	65	84	A	84	bact_pred	anc
T2A2_t1	HAMBI_0006	Pseudomonas	putida	4011	3923	B	28	bact_pred	anc
T2A2_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	B	28	bact_pred	anc
T2A2_t1	HAMBI_0105	Agrobacterium	tumefaciens	173	296	B	28	bact_pred	anc
T2A2_t1	HAMBI_0262	Brevundimonas	bullata	0	0	B	28	bact_pred	anc
T2A2_t1	HAMBI_0403	Comamonas	testosteroni	3987	3033	B	28	bact_pred	anc
T2A2_t1	HAMBI_1279	Hafnia	alvei	5	5	B	28	bact_pred	anc
T2A2_t1	HAMBI_1287	Citrobacter	koseri	9287	9082	B	28	bact_pred	anc
T2A2_t1	HAMBI_1292	Morganella	morganii	220	215	B	28	bact_pred	anc
T2A2_t1	HAMBI_1299	Kluyvera	intermedia	5	4	B	28	bact_pred	anc
T2A2_t1	HAMBI_1842	Sphingobium	yanoikuyae	64	110	B	28	bact_pred	anc
T2A2_t1	HAMBI_1896	Sphingobacterium	spiritivorum	402	688	B	28	bact_pred	anc
T2A2_t1	HAMBI_1972	Aeromonas	caviae	1013	693	B	28	bact_pred	anc
T2A2_t1	HAMBI_1977	Pseudomonas	chlororaphis	145	199	B	28	bact_pred	anc
T2A2_t1	HAMBI_1988	Chitinophaga	sancti	0	0	B	28	bact_pred	anc
T2A2_t1	HAMBI_2159	Trinickia	caryophylli	3	5	B	28	bact_pred	anc
T2A2_t1	HAMBI_2160	Bordetella	avium	144	329	B	28	bact_pred	anc
T2A2_t1	HAMBI_2164	Cupriavidus	oxalaticus	12	16	B	28	bact_pred	anc
T2A2_t1	HAMBI_2443	Paracoccus	denitrificans	28	64	B	28	bact_pred	anc
T2A2_t1	HAMBI_2494	Paraburkholderia	kururiensis	11	19	B	28	bact_pred	anc
T2A2_t1	HAMBI_2659	Stenotrophomonas	maltophilia	1135	1943	B	28	bact_pred	anc
T2A2_t1	HAMBI_2792	Moraxella	canis	0	0	B	28	bact_pred	anc
T2A2_t1	HAMBI_3031	Niabella	yanshanensis	9	31	B	28	bact_pred	anc
T2A2_t1	HAMBI_3237	Microvirga	lotononidis	0	0	B	28	bact_pred	anc
T2A2_t2	HAMBI_0006	Pseudomonas	putida	2762	3398	B	56	bact_pred	anc
T2A2_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	B	56	bact_pred	anc
T2A2_t2	HAMBI_0105	Agrobacterium	tumefaciens	137	295	B	56	bact_pred	anc
T2A2_t2	HAMBI_0262	Brevundimonas	bullata	1	3	B	56	bact_pred	anc
T2A2_t2	HAMBI_0403	Comamonas	testosteroni	389	372	B	56	bact_pred	anc
T2A2_t2	HAMBI_1279	Hafnia	alvei	0	0	B	56	bact_pred	anc
T2A2_t2	HAMBI_1287	Citrobacter	koseri	204	251	B	56	bact_pred	anc
T2A2_t2	HAMBI_1292	Morganella	morganii	94	116	B	56	bact_pred	anc
T2A2_t2	HAMBI_1299	Kluyvera	intermedia	0	0	B	56	bact_pred	anc
T2A2_t2	HAMBI_1842	Sphingobium	yanoikuyae	38	82	B	56	bact_pred	anc
T2A2_t2	HAMBI_1896	Sphingobacterium	spiritivorum	189	407	B	56	bact_pred	anc
T2A2_t2	HAMBI_1972	Aeromonas	caviae	15458	13311	B	56	bact_pred	anc
T2A2_t2	HAMBI_1977	Pseudomonas	chlororaphis	47	81	B	56	bact_pred	anc
T2A2_t2	HAMBI_1988	Chitinophaga	sancti	0	0	B	56	bact_pred	anc
T2A2_t2	HAMBI_2159	Trinickia	caryophylli	0	0	B	56	bact_pred	anc
T2A2_t2	HAMBI_2160	Bordetella	avium	62	178	B	56	bact_pred	anc
T2A2_t2	HAMBI_2164	Cupriavidus	oxalaticus	9	15	B	56	bact_pred	anc
T2A2_t2	HAMBI_2443	Paracoccus	denitrificans	18	52	B	56	bact_pred	anc
T2A2_t2	HAMBI_2494	Paraburkholderia	kururiensis	10	22	B	56	bact_pred	anc
T2A2_t2	HAMBI_2659	Stenotrophomonas	maltophilia	683	1470	B	56	bact_pred	anc
T2A2_t2	HAMBI_2792	Moraxella	canis	0	0	B	56	bact_pred	anc
T2A2_t2	HAMBI_3031	Niabella	yanshanensis	11	47	B	56	bact_pred	anc
T2A2_t2	HAMBI_3237	Microvirga	lotononidis	31	44	B	56	bact_pred	anc
T2A2_t3	HAMBI_0006	Pseudomonas	putida	1798	1978	B	84	bact_pred	anc
T2A2_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	B	84	bact_pred	anc
T2A2_t3	HAMBI_0105	Agrobacterium	tumefaciens	150	289	B	84	bact_pred	anc
T2A2_t3	HAMBI_0262	Brevundimonas	bullata	0	0	B	84	bact_pred	anc
T2A2_t3	HAMBI_0403	Comamonas	testosteroni	420	359	B	84	bact_pred	anc
T2A2_t3	HAMBI_1279	Hafnia	alvei	4	4	B	84	bact_pred	anc
T2A2_t3	HAMBI_1287	Citrobacter	koseri	520	572	B	84	bact_pred	anc
T2A2_t3	HAMBI_1292	Morganella	morganii	87	96	B	84	bact_pred	anc
T2A2_t3	HAMBI_1299	Kluyvera	intermedia	4	4	B	84	bact_pred	anc
