sample	strainID	genus	species	count	count_correct	replicate	day	measure_env	evolution_env
T1A6_t2	HAMBI_2443	Paracoccus	denitrificans	25	63	F	56	bact	anc
T1A6_t2	HAMBI_2494	Paraburkholderia	kururiensis	4	8	F	56	bact	anc
T1A6_t2	HAMBI_2659	Stenotrophomonas	maltophilia	27	51	F	56	bact	anc
T1A6_t2	HAMBI_2792	Moraxella	canis	0	0	F	56	bact	anc
T1A6_t2	HAMBI_3031	Niabella	yanshanensis	44	166	F	56	bact	anc
T1A6_t2	HAMBI_3237	Microvirga	lotononidis	0	0	F	56	bact	anc
T1A6_t3	HAMBI_0006	Pseudomonas	putida	2796	2905	F	84	bact	anc
T1A6_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	F	84	bact	anc
T1A6_t3	HAMBI_0105	Agrobacterium	tumefaciens	261	475	F	84	bact	anc
T1A6_t3	HAMBI_0262	Brevundimonas	bullata	0	0	F	84	bact	anc
T1A6_t3	HAMBI_0403	Comamonas	testosteroni	105	85	F	84	bact	anc
T1A6_t3	HAMBI_1279	Hafnia	alvei	0	0	F	84	bact	anc
T1A6_t3	HAMBI_1287	Citrobacter	koseri	386	401	F	84	bact	anc
T1A6_t3	HAMBI_1292	Morganella	morganii	24	25	F	84	bact	anc
T1A6_t3	HAMBI_1299	Kluyvera	intermedia	0	0	F	84	bact	anc
T1A6_t3	HAMBI_1842	Sphingobium	yanoikuyae	149	271	F	84	bact	anc
T1A6_t3	HAMBI_1896	Sphingobacterium	spiritivorum	2058	3743	F	84	bact	anc
T1A6_t3	HAMBI_1972	Aeromonas	caviae	8887	6464	F	84	bact	anc
T1A6_t3	HAMBI_1977	Pseudomonas	chlororaphis	167	243	F	84	bact	anc
T1A6_t3	HAMBI_1988	Chitinophaga	sancti	0	0	F	84	bact	anc
T1A6_t3	HAMBI_2159	Trinickia	caryophylli	3	5	F	84	bact	anc
T1A6_t3	HAMBI_2160	Bordetella	avium	35	85	F	84	bact	anc
T1A6_t3	HAMBI_2164	Cupriavidus	oxalaticus	5	7	F	84	bact	anc
T1A6_t3	HAMBI_2443	Paracoccus	denitrificans	23	56	F	84	bact	anc
T1A6_t3	HAMBI_2494	Paraburkholderia	kururiensis	4	7	F	84	bact	anc
T1A6_t3	HAMBI_2659	Stenotrophomonas	maltophilia	59	107	F	84	bact	anc
T1A6_t3	HAMBI_2792	Moraxella	canis	0	0	F	84	bact	anc
T1A6_t3	HAMBI_3031	Niabella	yanshanensis	31	113	F	84	bact	anc
T1A6_t3	HAMBI_3237	Microvirga	lotononidis	2	2	F	84	bact	anc
T1B1_t1	HAMBI_0006	Pseudomonas	putida	1152	1302	A	28	bact	bact
T1B1_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	A	28	bact	bact
T1B1_t1	HAMBI_0105	Agrobacterium	tumefaciens	412	815	A	28	bact	bact
T1B1_t1	HAMBI_0262	Brevundimonas	bullata	0	0	A	28	bact	bact
T1B1_t1	HAMBI_0403	Comamonas	testosteroni	284	250	A	28	bact	bact
T1B1_t1	HAMBI_1279	Hafnia	alvei	4	5	A	28	bact	bact
T1B1_t1	HAMBI_1287	Citrobacter	koseri	1199	1355	A	28	bact	bact
T1B1_t1	HAMBI_1292	Morganella	morganii	41	46	A	28	bact	bact
T1B1_t1	HAMBI_1299	Kluyvera	intermedia	6	6	A	28	bact	bact
T1B1_t1	HAMBI_1842	Sphingobium	yanoikuyae	19	38	A	28	bact	bact
T1B1_t1	HAMBI_1896	Sphingobacterium	spiritivorum	1368	2705	A	28	bact	bact
T1B1_t1	HAMBI_1972	Aeromonas	caviae	13033	10307	A	28	bact	bact
T1B1_t1	HAMBI_1977	Pseudomonas	chlororaphis	520	822	A	28	bact	bact
T1B1_t1	HAMBI_1988	Chitinophaga	sancti	1	2	A	28	bact	bact
T1B1_t1	HAMBI_2159	Trinickia	caryophylli	4	8	A	28	bact	bact
T1B1_t1	HAMBI_2160	Bordetella	avium	64	169	A	28	bact	bact
T1B1_t1	HAMBI_2164	Cupriavidus	oxalaticus	6	9	A	28	bact	bact
T1B1_t1	HAMBI_2443	Paracoccus	denitrificans	15	40	A	28	bact	bact
T1B1_t1	HAMBI_2494	Paraburkholderia	kururiensis	1	2	A	28	bact	bact
T1B1_t1	HAMBI_2659	Stenotrophomonas	maltophilia	169	334	A	28	bact	bact
T1B1_t1	HAMBI_2792	Moraxella	canis	0	0	A	28	bact	bact
T1B1_t1	HAMBI_3031	Niabella	yanshanensis	29	115	A	28	bact	bact
T1B1_t1	HAMBI_3237	Microvirga	lotononidis	0	0	A	28	bact	bact
T1B1_t2	HAMBI_0006	Pseudomonas	putida	3282	3653	A	56	bact	bact
T1B1_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	A	56	bact	bact
T1B1_t2	HAMBI_0105	Agrobacterium	tumefaciens	757	1474	A	56	bact	bact
T1B1_t2	HAMBI_0262	Brevundimonas	bullata	0	0	A	56	bact	bact
T1B1_t2	HAMBI_0403	Comamonas	testosteroni	560	485	A	56	bact	bact
T1B1_t2	HAMBI_1279	Hafnia	alvei	22	24	A	56	bact	bact
T1B1_t2	HAMBI_1287	Citrobacter	koseri	400	445	A	56	bact	bact
T1B1_t2	HAMBI_1292	Morganella	morganii	26	29	A	56	bact	bact
T1B1_t2	HAMBI_1299	Kluyvera	intermedia	22	21	A	56	bact	bact
T1B1_t2	HAMBI_1842	Sphingobium	yanoikuyae	57	111	A	56	bact	bact
T1B1_t2	HAMBI_1896	Sphingobacterium	spiritivorum	2184	4254	A	56	bact	bact
T1B1_t2	HAMBI_1972	Aeromonas	caviae	20445	15928	A	56	bact	bact
T1B1_t2	HAMBI_1977	Pseudomonas	chlororaphis	586	913	A	56	bact	bact
T1B1_t2	HAMBI_1988	Chitinophaga	sancti	0	0	A	56	bact	bact
T1B1_t2	HAMBI_2159	Trinickia	caryophylli	6	12	A	56	bact	bact
T1B1_t2	HAMBI_2160	Bordetella	avium	126	327	A	56	bact	bact
T1B1_t2	HAMBI_2164	Cupriavidus	oxalaticus	4	6	A	56	bact	bact
T1B1_t2	HAMBI_2443	Paracoccus	denitrificans	20	52	A	56	bact	bact
T1B1_t2	HAMBI_2494	Paraburkholderia	kururiensis	3	6	A	56	bact	bact
T1B1_t2	HAMBI_2659	Stenotrophomonas	maltophilia	630	1227	A	56	bact	bact
T1B1_t2	HAMBI_2792	Moraxella	canis	0	0	A	56	bact	bact
T1B1_t2	HAMBI_3031	Niabella	yanshanensis	53	206	A	56	bact	bact
T1B1_t2	HAMBI_3237	Microvirga	lotononidis	30	39	A	56	bact	bact
T1B1_t3	HAMBI_0006	Pseudomonas	putida	4019	4202	A	84	bact	bact
T1B1_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	A	84	bact	bact
T1B1_t3	HAMBI_0105	Agrobacterium	tumefaciens	571	1045	A	84	bact	bact
T1B1_t3	HAMBI_0262	Brevundimonas	bullata	0	0	A	84	bact	bact
T1B1_t3	HAMBI_0403	Comamonas	testosteroni	278	226	A	84	bact	bact
T1B1_t3	HAMBI_1279	Hafnia	alvei	32	33	A	84	bact	bact
T1B1_t3	HAMBI_1287	Citrobacter	koseri	569	595	A	84	bact	bact
T1B1_t3	HAMBI_1292	Morganella	morganii	62	65	A	84	bact	bact
T1B1_t3	HAMBI_1299	Kluyvera	intermedia	36	33	A	84	bact	bact
T1B1_t3	HAMBI_1842	Sphingobium	yanoikuyae	136	249	A	84	bact	bact
T1B1_t3	HAMBI_1896	Sphingobacterium	spiritivorum	2814	5149	A	84	bact	bact
T1B1_t3	HAMBI_1972	Aeromonas	caviae	14845	10866	A	84	bact	bact
T1B1_t3	HAMBI_1977	Pseudomonas	chlororaphis	322	471	A	84	bact	bact
T1B1_t3	HAMBI_1988	Chitinophaga	sancti	0	0	A	84	bact	bact
T1B1_t3	HAMBI_2159	Trinickia	caryophylli	0	0	A	84	bact	bact
T1B1_t3	HAMBI_2160	Bordetella	avium	124	303	A	84	bact	bact
T1B1_t3	HAMBI_2164	Cupriavidus	oxalaticus	4	6	A	84	bact	bact
T1B1_t3	HAMBI_2443	Paracoccus	denitrificans	15	37	A	84	bact	bact
T1B1_t3	HAMBI_2494	Paraburkholderia	kururiensis	6	11	A	84	bact	bact
T1B1_t3	HAMBI_2659	Stenotrophomonas	maltophilia	383	701	A	84	bact	bact
T1B1_t3	HAMBI_2792	Moraxella	canis	0	0	A	84	bact	bact
T1B1_t3	HAMBI_3031	Niabella	yanshanensis	82	300	A	84	bact	bact
T1B1_t3	HAMBI_3237	Microvirga	lotononidis	27	33	A	84	bact	bact
T1B2_t1	HAMBI_0006	Pseudomonas	putida	1819	1965	B	28	bact	bact
T1B2_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	B	28	bact	bact
T1B2_t1	HAMBI_0105	Agrobacterium	tumefaciens	350	662	B	28	bact	bact
T1B2_t1	HAMBI_0262	Brevundimonas	bullata	0	0	B	28	bact	bact
T1B2_t1	HAMBI_0403	Comamonas	testosteroni	498	418	B	28	bact	bact
T1B2_t1	HAMBI_1279	Hafnia	alvei	0	0	B	28	bact	bact
T1B2_t1	HAMBI_1287	Citrobacter	koseri	1205	1302	B	28	bact	bact
T1B2_t1	HAMBI_1292	Morganella	morganii	31	33	B	28	bact	bact
T1B2_t1	HAMBI_1299	Kluyvera	intermedia	0	0	B	28	bact	bact
T1B2_t1	HAMBI_1842	Sphingobium	yanoikuyae	25	47	B	28	bact	bact
T1B2_t1	HAMBI_1896	Sphingobacterium	spiritivorum	1495	2826	B	28	bact	bact
T1B2_t1	HAMBI_1972	Aeromonas	caviae	10093	7632	B	28	bact	bact
T1B2_t1	HAMBI_1977	Pseudomonas	chlororaphis	191	289	B	28	bact	bact
T1B2_t1	HAMBI_1988	Chitinophaga	sancti	0	0	B	28	bact	bact
T1B2_t1	HAMBI_2159	Trinickia	caryophylli	3	6	B	28	bact	bact
T1B2_t1	HAMBI_2160	Bordetella	avium	54	136	B	28	bact	bact
T1B2_t1	HAMBI_2164	Cupriavidus	oxalaticus	6	9	B	28	bact	bact
T1B2_t1	HAMBI_2443	Paracoccus	denitrificans	15	38	B	28	bact	bact
T1B2_t1	HAMBI_2494	Paraburkholderia	kururiensis	3	6	B	28	bact	bact
T1B2_t1	HAMBI_2659	Stenotrophomonas	maltophilia	403	762	B	28	bact	bact
T1B2_t1	HAMBI_2792	Moraxella	canis	0	0	B	28	bact	bact
T1B2_t1	HAMBI_3031	Niabella	yanshanensis	22	83	B	28	bact	bact
T1B2_t1	HAMBI_3237	Microvirga	lotononidis	0	0	B	28	bact	bact
T1B2_t2	HAMBI_0006	Pseudomonas	putida	5465	5692	B	56	bact	bact
T1B2_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	B	56	bact	bact
T1B2_t2	HAMBI_0105	Agrobacterium	tumefaciens	812	1480	B	56	bact	bact
T1B2_t2	HAMBI_0262	Brevundimonas	bullata	0	0	B	56	bact	bact
T1B2_t2	HAMBI_0403	Comamonas	testosteroni	1067	864	B	56	bact	bact
T1B2_t2	HAMBI_1279	Hafnia	alvei	0	0	B	56	bact	bact
T1B2_t2	HAMBI_1287	Citrobacter	koseri	639	665	B	56	bact	bact
T1B2_t2	HAMBI_1292	Morganella	morganii	41	43	B	56	bact	bact
T1B2_t2	HAMBI_1299	Kluyvera	intermedia	0	0	B	56	bact	bact
T1B2_t2	HAMBI_1842	Sphingobium	yanoikuyae	75	137	B	56	bact	bact
T1B2_t2	HAMBI_1896	Sphingobacterium	spiritivorum	2885	5258	B	56	bact	bact
T1B2_t2	HAMBI_1972	Aeromonas	caviae	16052	11702	B	56	bact	bact
T1B2_t2	HAMBI_1977	Pseudomonas	chlororaphis	122	178	B	56	bact	bact
T1B2_t2	HAMBI_1988	Chitinophaga	sancti	0	0	B	56	bact	bact
T1B2_t2	HAMBI_2159	Trinickia	caryophylli	5	9	B	56	bact	bact
T1B2_t2	HAMBI_2160	Bordetella	avium	186	452	B	56	bact	bact
T1B2_t2	HAMBI_2164	Cupriavidus	oxalaticus	8	12	B	56	bact	bact
T1B2_t2	HAMBI_2443	Paracoccus	denitrificans	36	87	B	56	bact	bact
T1B2_t2	HAMBI_2494	Paraburkholderia	kururiensis	4	7	B	56	bact	bact
T1B2_t2	HAMBI_2659	Stenotrophomonas	maltophilia	851	1551	B	56	bact	bact
T1B2_t2	HAMBI_2792	Moraxella	canis	0	0	B	56	bact	bact
T1B2_t2	HAMBI_3031	Niabella	yanshanensis	41	149	B	56	bact	bact
T1B2_t2	HAMBI_3237	Microvirga	lotononidis	10	12	B	56	bact	bact
T1B2_t3	HAMBI_0006	Pseudomonas	putida	4578	4850	B	84	bact	bact
T1B2_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	B	84	bact	bact
T1B2_t3	HAMBI_0105	Agrobacterium	tumefaciens	748	1387	B	84	bact	bact
T1B2_t3	HAMBI_0262	Brevundimonas	bullata	0	0	B	84	bact	bact
T1B2_t3	HAMBI_0403	Comamonas	testosteroni	1058	872	B	84	bact	bact
T1B2_t3	HAMBI_1279	Hafnia	alvei	7	7	B	84	bact	bact
T1B2_t3	HAMBI_1287	Citrobacter	koseri	441	467	B	84	bact	bact
T1B2_t3	HAMBI_1292	Morganella	morganii	38	40	B	84	bact	bact
T1B2_t3	HAMBI_1299	Kluyvera	intermedia	8	7	B	84	bact	bact
T1B2_t3	HAMBI_1842	Sphingobium	yanoikuyae	117	217	B	84	bact	bact
T1B2_t3	HAMBI_1896	Sphingobacterium	spiritivorum	2090	3874	B	84	bact	bact
T1B2_t3	HAMBI_1972	Aeromonas	caviae	13578	10068	B	84	bact	bact
T1B2_t3	HAMBI_1977	Pseudomonas	chlororaphis	52	77	B	84	bact	bact
T1B2_t3	HAMBI_1988	Chitinophaga	sancti	0	0	B	84	bact	bact
T1B2_t3	HAMBI_2159	Trinickia	caryophylli	0	0	B	84	bact	bact
T1B2_t3	HAMBI_2160	Bordetella	avium	82	203	B	84	bact	bact
T1B2_t3	HAMBI_2164	Cupriavidus	oxalaticus	6	9	B	84	bact	bact
T1B2_t3	HAMBI_2443	Paracoccus	denitrificans	16	40	B	84	bact	bact
T1B2_t3	HAMBI_2494	Paraburkholderia	kururiensis	5	9	B	84	bact	bact
T1B2_t3	HAMBI_2659	Stenotrophomonas	maltophilia	700	1298	B	84	bact	bact
T1B2_t3	HAMBI_2792	Moraxella	canis	0	0	B	84	bact	bact
T1B2_t3	HAMBI_3031	Niabella	yanshanensis	35	130	B	84	bact	bact
T1B2_t3	HAMBI_3237	Microvirga	lotononidis	17	21	B	84	bact	bact
T1B3_t1	HAMBI_0006	Pseudomonas	putida	756	780	C	28	bact	bact
T1B3_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	C	28	bact	bact
T1B3_t1	HAMBI_0105	Agrobacterium	tumefaciens	328	592	C	28	bact	bact
T1B3_t1	HAMBI_0262	Brevundimonas	bullata	0	0	C	28	bact	bact
T1B3_t1	HAMBI_0403	Comamonas	testosteroni	168	135	C	28	bact	bact
T1B3_t1	HAMBI_1279	Hafnia	alvei	5	5	C	28	bact	bact
T1B3_t1	HAMBI_1287	Citrobacter	koseri	1246	1285	C	28	bact	bact
T1B3_t1	HAMBI_1292	Morganella	morganii	29	30	C	28	bact	bact
T1B3_t1	HAMBI_1299	Kluyvera	intermedia	5	5	C	28	bact	bact
T1B3_t1	HAMBI_1842	Sphingobium	yanoikuyae	28	51	C	28	bact	bact
T1B3_t1	HAMBI_1896	Sphingobacterium	spiritivorum	2578	4652	C	28	bact	bact
T1B3_t1	HAMBI_1972	Aeromonas	caviae	11108	8018	C	28	bact	bact
T1B3_t1	HAMBI_1977	Pseudomonas	chlororaphis	1101	1590	C	28	bact	bact
T1B3_t1	HAMBI_1988	Chitinophaga	sancti	0	0	C	28	bact	bact
T1B3_t1	HAMBI_2159	Trinickia	caryophylli	1	2	C	28	bact	bact
T1B3_t1	HAMBI_2160	Bordetella	avium	71	171	C	28	bact	bact
T1B3_t1	HAMBI_2164	Cupriavidus	oxalaticus	1	1	C	28	bact	bact
T1B3_t1	HAMBI_2443	Paracoccus	denitrificans	4	10	C	28	bact	bact
T1B3_t1	HAMBI_2494	Paraburkholderia	kururiensis	4	7	C	28	bact	bact
T1B3_t1	HAMBI_2659	Stenotrophomonas	maltophilia	57	103	C	28	bact	bact
T1B3_t1	HAMBI_2792	Moraxella	canis	0	0	C	28	bact	bact
T1B3_t1	HAMBI_3031	Niabella	yanshanensis	21	76	C	28	bact	bact
T1B3_t1	HAMBI_3237	Microvirga	lotononidis	0	0	C	28	bact	bact
T1B3_t2	HAMBI_0006	Pseudomonas	putida	2866	2911	C	56	bact	bact
T1B3_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	C	56	bact	bact
T1B3_t2	HAMBI_0105	Agrobacterium	tumefaciens	843	1499	C	56	bact	bact
T1B3_t2	HAMBI_0262	Brevundimonas	bullata	0	0	C	56	bact	bact
T1B3_t2	HAMBI_0403	Comamonas	testosteroni	643	508	C	56	bact	bact
T1B3_t2	HAMBI_1279	Hafnia	alvei	28	28	C	56	bact	bact
T1B3_t2	HAMBI_1287	Citrobacter	koseri	289	294	C	56	bact	bact
T1B3_t2	HAMBI_1292	Morganella	morganii	33	34	C	56	bact	bact
T1B3_t2	HAMBI_1299	Kluyvera	intermedia	30	27	C	56	bact	bact
T1B3_t2	HAMBI_1842	Sphingobium	yanoikuyae	59	105	C	56	bact	bact
T1B3_t2	HAMBI_1896	Sphingobacterium	spiritivorum	4381	7788	C	56	bact	bact
T1B3_t2	HAMBI_1972	Aeromonas	caviae	17557	12484	C	56	bact	bact
T1B3_t2	HAMBI_1977	Pseudomonas	chlororaphis	1315	1870	C	56	bact	bact
T1B3_t2	HAMBI_1988	Chitinophaga	sancti	0	0	C	56	bact	bact
T1B3_t2	HAMBI_2159	Trinickia	caryophylli	4	7	C	56	bact	bact
T1B3_t2	HAMBI_2160	Bordetella	avium	152	360	C	56	bact	bact
T1B3_t2	HAMBI_2164	Cupriavidus	oxalaticus	7	10	C	56	bact	bact
T1B3_t2	HAMBI_2443	Paracoccus	denitrificans	14	33	C	56	bact	bact
T1B3_t2	HAMBI_2494	Paraburkholderia	kururiensis	5	9	C	56	bact	bact
T1B3_t2	HAMBI_2659	Stenotrophomonas	maltophilia	182	324	C	56	bact	bact
T1B3_t2	HAMBI_2792	Moraxella	canis	0	0	C	56	bact	bact
T1B3_t2	HAMBI_3031	Niabella	yanshanensis	46	164	C	56	bact	bact
T1B3_t2	HAMBI_3237	Microvirga	lotononidis	7	8	C	56	bact	bact
T1B3_t3	HAMBI_0006	Pseudomonas	putida	3520	3733	C	84	bact	bact
T1B3_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	C	84	bact	bact
T1B3_t3	HAMBI_0105	Agrobacterium	tumefaciens	629	1167	C	84	bact	bact
T1B3_t3	HAMBI_0262	Brevundimonas	bullata	0	0	C	84	bact	bact
T1B3_t3	HAMBI_0403	Comamonas	testosteroni	828	683	C	84	bact	bact
T1B3_t3	HAMBI_1279	Hafnia	alvei	47	50	C	84	bact	bact
T1B3_t3	HAMBI_1287	Citrobacter	koseri	337	357	C	84	bact	bact
T1B3_t3	HAMBI_1292	Morganella	morganii	41	43	C	84	bact	bact
T1B3_t3	HAMBI_1299	Kluyvera	intermedia	51	47	C	84	bact	bact
T1B3_t3	HAMBI_1842	Sphingobium	yanoikuyae	98	182	C	84	bact	bact
T1B3_t3	HAMBI_1896	Sphingobacterium	spiritivorum	1990	3693	C	84	bact	bact
T1B3_t3	HAMBI_1972	Aeromonas	caviae	11633	8635	C	84	bact	bact
T1B3_t3	HAMBI_1977	Pseudomonas	chlororaphis	252	374	C	84	bact	bact
T1B3_t3	HAMBI_1988	Chitinophaga	sancti	0	0	C	84	bact	bact
T1B3_t3	HAMBI_2159	Trinickia	caryophylli	7	13	C	84	bact	bact
T1B3_t3	HAMBI_2160	Bordetella	avium	64	158	C	84	bact	bact
T1B3_t3	HAMBI_2164	Cupriavidus	oxalaticus	3	4	C	84	bact	bact
T1B3_t3	HAMBI_2443	Paracoccus	denitrificans	13	32	C	84	bact	bact
T1B3_t3	HAMBI_2494	Paraburkholderia	kururiensis	2	4	C	84	bact	bact
T1B3_t3	HAMBI_2659	Stenotrophomonas	maltophilia	196	364	C	84	bact	bact
T1B3_t3	HAMBI_2792	Moraxella	canis	0	0	C	84	bact	bact
T1B3_t3	HAMBI_3031	Niabella	yanshanensis	62	230	C	84	bact	bact
T1B3_t3	HAMBI_3237	Microvirga	lotononidis	8	10	C	84	bact	bact
T1B4_t1	HAMBI_0006	Pseudomonas	putida	1825	1899	D	28	bact	bact
T1B4_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	D	28	bact	bact
T1B4_t1	HAMBI_0105	Agrobacterium	tumefaciens	316	575	D	28	bact	bact
T1B4_t1	HAMBI_0262	Brevundimonas	bullata	0	0	D	28	bact	bact
T1B4_t1	HAMBI_0403	Comamonas	testosteroni	317	257	D	28	bact	bact
T1B4_t1	HAMBI_1279	Hafnia	alvei	0	0	D	28	bact	bact
T1B4_t1	HAMBI_1287	Citrobacter	koseri	1109	1154	D	28	bact	bact
T1B4_t1	HAMBI_1292	Morganella	morganii	15	16	D	28	bact	bact
T1B4_t1	HAMBI_1299	Kluyvera	intermedia	0	0	D	28	bact	bact
T1B4_t1	HAMBI_1842	Sphingobium	yanoikuyae	62	113	D	28	bact	bact
T1B4_t1	HAMBI_1896	Sphingobacterium	spiritivorum	2591	4718	D	28	bact	bact
T1B4_t1	HAMBI_1972	Aeromonas	caviae	11082	8071	D	28	bact	bact
T1B4_t1	HAMBI_1977	Pseudomonas	chlororaphis	345	503	D	28	bact	bact
T1B4_t1	HAMBI_1988	Chitinophaga	sancti	1	1	D	28	bact	bact
T1B4_t1	HAMBI_2159	Trinickia	caryophylli	4	7	D	28	bact	bact
T1B4_t1	HAMBI_2160	Bordetella	avium	91	221	D	28	bact	bact
T1B4_t1	HAMBI_2164	Cupriavidus	oxalaticus	0	0	D	28	bact	bact
T1B4_t1	HAMBI_2443	Paracoccus	denitrificans	15	36	D	28	bact	bact
T1B4_t1	HAMBI_2494	Paraburkholderia	kururiensis	4	7	D	28	bact	bact
T1B4_t1	HAMBI_2659	Stenotrophomonas	maltophilia	155	282	D	28	bact	bact
T1B4_t1	HAMBI_2792	Moraxella	canis	0	0	D	28	bact	bact
T1B4_t1	HAMBI_3031	Niabella	yanshanensis	27	98	D	28	bact	bact
T1B4_t1	HAMBI_3237	Microvirga	lotononidis	0	0	D	28	bact	bact
T1B4_t2	HAMBI_0006	Pseudomonas	putida	4820	4938	D	56	bact	bact
T1B4_t2	HAMBI_0097	Acinetobacter	johnsonii	0	0	D	56	bact	bact
T1B4_t2	HAMBI_0105	Agrobacterium	tumefaciens	661	1185	D	56	bact	bact
T1B4_t2	HAMBI_0262	Brevundimonas	bullata	0	0	D	56	bact	bact
T1B4_t2	HAMBI_0403	Comamonas	testosteroni	512	408	D	56	bact	bact
T1B4_t2	HAMBI_1279	Hafnia	alvei	17	17	D	56	bact	bact
T1B4_t2	HAMBI_1287	Citrobacter	koseri	729	747	D	56	bact	bact
T1B4_t2	HAMBI_1292	Morganella	morganii	28	29	D	56	bact	bact
T1B4_t2	HAMBI_1299	Kluyvera	intermedia	17	15	D	56	bact	bact
T1B4_t2	HAMBI_1842	Sphingobium	yanoikuyae	55	99	D	56	bact	bact
T1B4_t2	HAMBI_1896	Sphingobacterium	spiritivorum	3163	5670	D	56	bact	bact
T1B4_t2	HAMBI_1972	Aeromonas	caviae	14202	10184	D	56	bact	bact
T1B4_t2	HAMBI_1977	Pseudomonas	chlororaphis	118	169	D	56	bact	bact
T1B4_t2	HAMBI_1988	Chitinophaga	sancti	0	0	D	56	bact	bact
T1B4_t2	HAMBI_2159	Trinickia	caryophylli	3	5	D	56	bact	bact
T1B4_t2	HAMBI_2160	Bordetella	avium	117	280	D	56	bact	bact
T1B4_t2	HAMBI_2164	Cupriavidus	oxalaticus	7	10	D	56	bact	bact
T1B4_t2	HAMBI_2443	Paracoccus	denitrificans	24	57	D	56	bact	bact
T1B4_t2	HAMBI_2494	Paraburkholderia	kururiensis	7	13	D	56	bact	bact
T1B4_t2	HAMBI_2659	Stenotrophomonas	maltophilia	708	1269	D	56	bact	bact
T1B4_t2	HAMBI_2792	Moraxella	canis	0	0	D	56	bact	bact
T1B4_t2	HAMBI_3031	Niabella	yanshanensis	35	125	D	56	bact	bact
T1B4_t2	HAMBI_3237	Microvirga	lotononidis	14	17	D	56	bact	bact
T1B4_t3	HAMBI_0006	Pseudomonas	putida	4496	4662	D	84	bact	bact
T1B4_t3	HAMBI_0097	Acinetobacter	johnsonii	0	0	D	84	bact	bact
T1B4_t3	HAMBI_0105	Agrobacterium	tumefaciens	778	1412	D	84	bact	bact
T1B4_t3	HAMBI_0262	Brevundimonas	bullata	0	0	D	84	bact	bact
T1B4_t3	HAMBI_0403	Comamonas	testosteroni	1008	813	D	84	bact	bact
T1B4_t3	HAMBI_1279	Hafnia	alvei	41	43	D	84	bact	bact
T1B4_t3	HAMBI_1287	Citrobacter	koseri	568	589	D	84	bact	bact
T1B4_t3	HAMBI_1292	Morganella	morganii	34	35	D	84	bact	bact
T1B4_t3	HAMBI_1299	Kluyvera	intermedia	46	42	D	84	bact	bact
T1B4_t3	HAMBI_1842	Sphingobium	yanoikuyae	163	296	D	84	bact	bact
T1B4_t3	HAMBI_1896	Sphingobacterium	spiritivorum	2278	4134	D	84	bact	bact
T1B4_t3	HAMBI_1972	Aeromonas	caviae	12775	9272	D	84	bact	bact
T1B4_t3	HAMBI_1977	Pseudomonas	chlororaphis	40	58	D	84	bact	bact
T1B4_t3	HAMBI_1988	Chitinophaga	sancti	0	0	D	84	bact	bact
T1B4_t3	HAMBI_2159	Trinickia	caryophylli	1	2	D	84	bact	bact
T1B4_t3	HAMBI_2160	Bordetella	avium	88	213	D	84	bact	bact
T1B4_t3	HAMBI_2164	Cupriavidus	oxalaticus	4	6	D	84	bact	bact
T1B4_t3	HAMBI_2443	Paracoccus	denitrificans	27	65	D	84	bact	bact
T1B4_t3	HAMBI_2494	Paraburkholderia	kururiensis	5	9	D	84	bact	bact
T1B4_t3	HAMBI_2659	Stenotrophomonas	maltophilia	644	1169	D	84	bact	bact
T1B4_t3	HAMBI_2792	Moraxella	canis	0	0	D	84	bact	bact
T1B4_t3	HAMBI_3031	Niabella	yanshanensis	66	240	D	84	bact	bact
T1B4_t3	HAMBI_3237	Microvirga	lotononidis	20	24	D	84	bact	bact
T1B5_t1	HAMBI_0006	Pseudomonas	putida	2822	2777	E	28	bact	bact
T1B5_t1	HAMBI_0097	Acinetobacter	johnsonii	0	0	E	28	bact	bact
T1B5_t1	HAMBI_0105	Agrobacterium	tumefaciens	417	718	E	28	bact	bact
T1B5_t1	HAMBI_0262	Brevundimonas	bullata	0	0	E	28	bact	bact
T1B5_t1	HAMBI_0403	Comamonas	testosteroni	179	137	E	28	bact	bact
T1B5_t1	HAMBI_1279	Hafnia	alvei	2	2	E	28	bact	bact
T1B5_t1	HAMBI_1287	Citrobacter	koseri	1570	1545	E	28	bact	bact
T1B5_t1	HAMBI_1292	Morganella	morganii	52	51	E	28	bact	bact
T1B5_t1	HAMBI_1299	Kluyvera	intermedia	2	2	E	28	bact	bact
T1B5_t1	HAMBI_1842	Sphingobium	yanoikuyae	211	363	E	28	bact	bact
T1B5_t1	HAMBI_1896	Sphingobacterium	spiritivorum	3820	6578	E	28	bact	bact
T1B5_t1	HAMBI_1972	Aeromonas	caviae	11969	8244	E	28	bact	bact
T1B5_t1	HAMBI_1977	Pseudomonas	chlororaphis	478	658	E	28	bact	bact
