plate	well	clone_id	measure_env	evolution_env	replicate	lagtime	max_growth_death_rate	time_to_stationary
A3_1	D7	20	bact	bact_pred_strep	D	07:48:18	1.31E-03	11:02:51
A3_1	E7	21	bact	bact_pred_strep	D	07:47:15	1.27E-03	12:27:18
A3_1	F7	22	bact	bact_pred_strep	D	11:53:06	8.48E-04	18:37:43
A3_1	G7	23	bact	bact_pred_strep	D	12:00:01	9.44E-04	17:52:58
A3_1	H7	24	bact	bact_pred_strep	D	08:32:10	1.32E-03	12:15:44
A3_1	A8	25	bact	bact_pred_strep	D	13:42:10	7.96E-04	19:41:58
A3_1	B8	26	bact	bact_pred_strep	D	13:31:05	8.48E-04	19:13:04
A3_1	C8	27	bact	bact_pred_strep	D	11:33:48	9.78E-04	16:57:01
A3_1	D8	28	bact	bact_pred_strep	D	05:58:18	1.37E-03	10:51:25
A3_1	E8	29	bact	bact_pred_strep	D	06:18:06	1.33E-03	10:27:03
A3_1	F8	30	bact	bact_pred_strep	D	13:11:30	7.62E-04	19:17:02
A3_1	G8	31	bact	bact_pred_strep	D	08:13:47	1.24E-03	11:29:51
A3_1	H8	32	bact	bact_pred_strep	D	07:35:23	1.25E-03	10:45:15
A3_1	A1	1	bact	bact_strep	D	07:00:48	1.32E-03	11:12:03
A3_1	B1	2	bact	bact_strep	D	09:56:24	1.64E-03	14:05:48
A3_1	C1	3	bact	bact_strep	D	06:57:24	1.31E-03	11:05:06
A3_1	D1	4	bact	bact_strep	D	07:05:25	1.29E-03	11:14:21
A3_1	E1	5	bact	bact_strep	D	06:55:56	1.30E-03	10:57:43
A3_1	F1	6	bact	bact_strep	D	12:47:03	4.94E-04	21:19:23
A3_1	G1	7	bact	bact_strep	D	10:13:00	1.63E-03	14:06:58
A3_1	H1	8	bact	bact_strep	D	09:44:49	9.47E-04	14:51:32
A3_1	A2	9	bact	bact_strep	D	09:58:36	1.73E-03	13:43:27
A3_1	B2	10	bact	bact_strep	D	08:33:27	1.88E-03	12:11:30
A3_1	C2	11	bact	bact_strep	D	10:04:07	1.87E-03	13:34:51
A3_1	D2	12	bact	bact_strep	D	10:14:12	1.58E-03	14:26:59
A3_1	E2	13	bact	bact_strep	D	17:50:46	3.67E-04	29:17:18
A3_1	F2	14	bact	bact_strep	D	06:35:41	1.43E-03	11:09:30
A3_1	G2	15	bact	bact_strep	D	06:37:12	1.37E-03	10:46:20
A3_1	H2	16	bact	bact_strep	D	06:51:41	1.29E-03	10:58:52
A3_1	A3	17	bact	bact_strep	D	06:36:08	1.29E-03	10:35:50
A3_1	B3	18	bact	bact_strep	D	06:44:23	1.30E-03	11:25:20
A3_1	C3	19	bact	bact_strep	D	06:38:35	1.36E-03	10:29:45
A3_1	D3	20	bact	bact_strep	D	06:46:04	1.29E-03	10:41:44
A3_1	E3	21	bact	bact_strep	D	06:48:22	1.36E-03	11:31:38
A3_1	F3	22	bact	bact_strep	D	06:29:33	1.30E-03	10:31:26
A3_1	G3	23	bact	bact_strep	D	06:18:04	1.30E-03	10:19:45
A3_1	H3	24	bact	bact_strep	D	06:34:47	1.29E-03	10:33:04
A3_1	A4	25	bact	bact_strep	D	06:45:40	1.30E-03	10:47:42
A3_1	B4	26	bact	bact_strep	D	06:22:49	1.26E-03	10:41:53
A3_1	C4	27	bact	bact_strep	D	06:15:07	1.33E-03	10:20:09
A3_1	D4	28	bact	bact_strep	D	06:40:15	1.35E-03	10:39:30
A3_1	E4	29	bact	bact_strep	D	06:28:48	1.29E-03	10:28:34
A3_1	F4	30	bact	bact_strep	D	09:30:17	5.57E-04	17:29:53
A3_1	G4	31	bact	bact_strep	D	06:13:03	1.37E-03	10:50:53
A3_1	H4	32	bact	bact_strep	D	06:25:58	1.37E-03	11:03:30
A3_2	A9	1	bact_pred	bact	F	12:15:47	8.44E-04	17:43:15
A3_2	B9	2	bact_pred	bact	F	08:13:18	8.78E-04	13:34:19
A3_2	C9	3	bact_pred	bact	F	08:17:33	8.87E-04	14:15:51
A3_2	D9	4	bact_pred	bact	F	07:14:51	1.06E-03	11:22:23
A3_2	E9	5	bact_pred	bact	F	08:07:24	9.09E-04	13:56:20
A3_2	F9	6	bact_pred	bact	F	15:34:07	-2.51E-03	13:07:24
A3_2	G9	7	bact_pred	bact	F	08:44:14	9.15E-04	14:27:53
A3_2	H9	8	bact_pred	bact	F	07:11:29	8.03E-04	13:12:30
A3_2	A10	9	bact_pred	bact	F	09:49:20	9.44E-04	15:12:16
A3_2	B10	10	bact_pred	bact	F	08:32:21	8.86E-04	13:45:09
A3_2	C10	11	bact_pred	bact	F	14:26:34	-2.13E-03	12:14:29
A3_2	D10	12	bact_pred	bact	F	17:53:45	-2.00E-03	14:25:15
A3_2	E10	13	bact_pred	bact	F	11:11:09	1.02E-03	17:50:00
A3_2	F10	14	bact_pred	bact	F	07:26:12	1.25E-03	12:13:45
A3_2	G10	15	bact_pred	bact	F	10:30:16	2.10E-03	13:10:01
A3_2	H10	16	bact_pred	bact	F	17:15:01	-2.49E-03	14:20:11
A3_2	A11	17	bact_pred	bact	F	13:52:30	4.99E-03	15:04:12
A3_2	B11	18	bact_pred	bact	F	16:18:38	-2.03E-03	13:33:03
A3_2	C11	19	bact_pred	bact	F	07:02:30	1.11E-03	11:25:15
A3_2	D11	20	bact_pred	bact	F	06:37:17	1.14E-03	11:24:37
A3_2	E11	21	bact_pred	bact	F	16:23:42	-3.52E-03	13:57:54
A3_2	F11	22	bact_pred	bact	F	08:31:20	9.36E-04	14:33:12
A3_2	G11	23	bact_pred	bact	F	08:01:05	7.62E-04	14:54:59
A3_2	H11	24	bact_pred	bact	F	27:58:26	-7.19E-03	25:45:34
A3_2	A12	25	bact_pred	bact	F	08:33:55	1.14E-03	13:34:17
A3_2	B12	26	bact_pred	bact	F	15:48:22	-2.74E-03	13:53:44
A3_2	C12	27	bact_pred	bact	F	09:45:17	3.22E-03	10:58:14
A3_2	D12	28	bact_pred	bact	F	16:36:26	-2.32E-03	14:02:19
A3_2	E12	29	bact_pred	bact	F	07:32:56	9.43E-04	14:54:33
A3_2	F12	30	bact_pred	bact	F	13:29:59	4.65E-03	14:34:17
A3_2	G12	31	bact_pred	bact	F	07:09:45	1.15E-03	11:59:54
A3_2	H12	32	bact_pred	bact	F	06:45:28	1.10E-03	11:21:26
A3_2	A5	1	bact_pred	bact_pred_strep	D	07:28:46	1.21E-03	11:26:47
A3_2	B5	2	bact_pred	bact_pred_strep	D	10:23:24	3.19E-03	14:26:08
A3_2	C5	3	bact_pred	bact_pred_strep	D	07:18:05	1.10E-03	11:41:52
A3_2	D5	4	bact_pred	bact_pred_strep	D	09:57:56	1.14E-03	15:03:31
A3_2	E5	5	bact_pred	bact_pred_strep	D	10:43:41	3.74E-03	14:48:58
A3_2	F5	6	bact_pred	bact_pred_strep	D	26:27:23	-4.81E-03	23:38:37
A3_2	G5	7	bact_pred	bact_pred_strep	D	06:32:30	1.17E-03	11:18:20
A3_2	H5	8	bact_pred	bact_pred_strep	D	08:39:00	1.23E-03	12:33:59
A3_2	A6	9	bact_pred	bact_pred_strep	D	07:51:17	1.45E-03	12:42:28
A3_2	B6	10	bact_pred	bact_pred_strep	D	09:03:19	1.93E-03	12:32:46
A3_2	C6	11	bact_pred	bact_pred_strep	D	11:45:13	4.95E-03	14:21:01
A3_2	D6	12	bact_pred	bact_pred_strep	D	11:10:03	1.98E-03	17:38:30
A3_2	E6	13	bact_pred	bact_pred_strep	D	11:35:35	3.60E-03	13:06:18
A3_2	F6	14	bact_pred	bact_pred_strep	D	16:15:32	3.84E-03	18:47:37
A3_2	G6	15	bact_pred	bact_pred_strep	D	09:16:45	1.18E-03	15:19:52
A3_2	H6	16	bact_pred	bact_pred_strep	D	07:38:44	1.13E-03	11:59:09
A3_2	A7	17	bact_pred	bact_pred_strep	D	07:13:11	1.82E-03	12:07:11
A3_2	B7	18	bact_pred	bact_pred_strep	D	09:37:02	2.44E-03	12:42:14
A3_2	C7	19	bact_pred	bact_pred_strep	D	07:27:16	1.52E-03	12:35:57
A3_2	D7	20	bact_pred	bact_pred_strep	D	08:28:20	1.50E-03	12:44:33
A3_2	E7	21	bact_pred	bact_pred_strep	D	09:18:56	3.20E-03	12:47:08
A3_2	F7	22	bact_pred	bact_pred_strep	D	11:16:56	3.13E-03	16:35:34
A3_2	G7	23	bact_pred	bact_pred_strep	D	11:39:26	2.70E-03	17:19:31
A3_2	H7	24	bact_pred	bact_pred_strep	D	09:48:14	2.56E-03	12:45:48
A3_2	A8	25	bact_pred	bact_pred_strep	D	25:01:30	-2.46E-03	19:40:28
A3_2	B8	26	bact_pred	bact_pred_strep	D	18:01:19	5.71E-03	20:37:20
A3_2	C8	27	bact_pred	bact_pred_strep	D	10:24:36	3.00E-03	14:54:05
A3_2	D8	28	bact_pred	bact_pred_strep	D	06:19:04	1.51E-03	10:54:59
A3_2	E8	29	bact_pred	bact_pred_strep	D	06:40:56	1.99E-03	10:11:30
A3_2	F8	30	bact_pred	bact_pred_strep	D	16:33:09	4.13E-03	19:30:48
A3_2	G8	31	bact_pred	bact_pred_strep	D	08:37:58	1.02E-03	12:44:05
A3_2	H8	32	bact_pred	bact_pred_strep	D	07:57:39	1.11E-03	12:28:00
A3_2	A1	1	bact_pred	bact_strep	D	07:14:30	1.54E-03	11:37:44
A3_2	B1	2	bact_pred	bact_strep	D	10:09:31	1.77E-03	13:47:32
A3_2	C1	3	bact_pred	bact_strep	D	07:21:37	1.59E-03	11:17:12
A3_2	D1	4	bact_pred	bact_strep	D	07:05:33	1.16E-03	13:24:47
A3_2	E1	5	bact_pred	bact_strep	D	06:28:21	1.24E-03	11:02:49
A3_2	F1	6	bact_pred	bact_strep	D	16:50:02	-2.11E-03	14:00:18
A3_2	G1	7	bact_pred	bact_strep	D	09:53:25	1.51E-03	14:27:46
A3_2	H1	8	bact_pred	bact_strep	D	09:25:49	1.47E-03	17:09:47
A3_2	A2	9	bact_pred	bact_strep	D	09:56:33	1.64E-03	13:54:23
A3_2	B2	10	bact_pred	bact_strep	D	09:25:07	1.44E-03	13:11:15
A3_2	C2	11	bact_pred	bact_strep	D	09:47:30	1.53E-03	13:39:09
A3_2	D2	12	bact_pred	bact_strep	D	09:41:56	1.58E-03	13:36:06
A3_2	E2	13	bact_pred	bact_strep	D	13:46:17	-3.01E-03	11:55:48
A3_2	F2	14	bact_pred	bact_strep	D	07:02:34	1.30E-03	11:18:54
A3_2	G2	15	bact_pred	bact_strep	D	06:26:17	1.12E-03	11:00:33
A3_2	H2	16	bact_pred	bact_strep	D	07:14:16	1.05E-03	11:09:28
A3_2	A3	17	bact_pred	bact_strep	D	08:38:33	1.31E-03	12:36:04
A3_2	B3	18	bact_pred	bact_strep	D	07:27:58	1.38E-03	11:06:44
A3_2	C3	19	bact_pred	bact_strep	D	08:19:36	1.30E-03	11:44:43
A3_2	D3	20	bact_pred	bact_strep	D	06:29:09	1.21E-03	10:38:08
A3_2	E3	21	bact_pred	bact_strep	D	07:59:44	1.55E-03	12:22:00
A3_2	F3	22	bact_pred	bact_strep	D	07:25:37	1.51E-03	11:08:37
A3_2	G3	23	bact_pred	bact_strep	D	07:03:02	1.07E-03	11:23:23
A3_2	H3	24	bact_pred	bact_strep	D	07:40:23	1.12E-03	11:44:39
A3_2	A4	25	bact_pred	bact_strep	D	07:11:14	1.32E-03	11:03:35
A3_2	B4	26	bact_pred	bact_strep	D	06:56:37	1.29E-03	10:44:50
A3_2	C4	27	bact_pred	bact_strep	D	06:23:51	1.22E-03	10:23:31
A3_2	D4	28	bact_pred	bact_strep	D	36:04:13	-1.35E-03	31:46:51
A3_2	E4	29	bact_pred	bact_strep	D	06:39:06	1.14E-03	10:45:41
A3_2	F4	30	bact_pred	bact_strep	D	12:38:09	2.02E-03	17:22:15
A3_2	G4	31	bact_pred	bact_strep	D	06:51:28	1.15E-03	12:40:34
A3_2	H4	32	bact_pred	bact_strep	D	07:41:36	1.15E-03	12:51:00
A3_3	A9	1	bact_strep	bact	F	15:15:45	6.54E-04	23:29:27
A3_3	B9	2	bact_strep	bact	F	21:51:14	1.26E-03	31:11:24
A3_3	C9	3	bact_strep	bact	F	20:30:12	4.76E-04	28:34:27
A3_3	D9	4	bact_strep	bact	F	06:04:17	1.33E-03	10:40:24
A3_3	E9	5	bact_strep	bact	F	40:01:21	6.57E-06	45:42:13
A3_3	F9	6	bact_strep	bact	F	17:11:09	5.91E-04	25:51:33
A3_3	G9	7	bact_strep	bact	F	18:22:29	5.04E-04	26:07:45
A3_3	H9	8	bact_strep	bact	F	15:37:23	5.27E-04	22:53:12
A3_3	A10	9	bact_strep	bact	F	11:01:14	5.20E-04	18:38:34
A3_3	B10	10	bact_strep	bact	F	40:00:49	7.21E-06	46:28:56
A3_3	C10	11	bact_strep	bact	F	16:13:07	5.76E-04	23:41:05
A3_3	D10	12	bact_strep	bact	F	11:01:40	4.74E-04	18:42:52
A3_3	E10	13	bact_strep	bact	F	44:23:54	-6.07E-06	40:39:54
A3_3	F10	14	bact_strep	bact	F	06:53:07	1.29E-03	11:04:27
A3_3	G10	15	bact_strep	bact	F	14:40:29	5.82E-04	24:01:02
A3_3	H10	16	bact_strep	bact	F	-9.54E-06	01:15:45
A3_3	A11	17	bact_strep	bact	F	21:51:50	3.43E-03	26:10:09
A3_3	B11	18	bact_strep	bact	F	18:41:36	5.93E-04	28:09:36
A3_3	C11	19	bact_strep	bact	F	06:09:15	1.33E-03	10:15:30
A3_3	D11	20	bact_strep	bact	F	06:06:05	1.33E-03	10:18:08
A3_3	E11	21	bact_strep	bact	F	23:36:38	5.61E-04	33:37:29
A3_3	F11	22	bact_strep	bact	F	01:55:16	-7.75E-06	-02:46:52
A3_3	G11	23	bact_strep	bact	F	35:05:32	5.71E-06	37:47:43
A3_3	H11	24	bact_strep	bact	F	16:22:16	4.56E-04	24:45:50
A3_3	A12	25	bact_strep	bact	F	36:44:34	3.97E-03	39:50:09
A3_3	B12	26	bact_strep	bact	F	02:48:38	6.29E-06	04:30:27
A3_3	C12	27	bact_strep	bact	F	14:45:58	5.99E-04	22:15:58
A3_3	D12	28	bact_strep	bact	F	22:25:20	5.23E-04	30:43:37
A3_3	E12	29	bact_strep	bact	F	35:42:29	5.79E-04	44:16:53
A3_3	F12	30	bact_strep	bact	F	19:56:56	6.00E-04	30:30:30
A3_3	G12	31	bact_strep	bact	F	06:55:16	1.35E-03	10:58:58
A3_3	H12	32	bact_strep	bact	F	06:44:03	1.34E-03	10:46:01
A3_3	A5	1	bact_strep	bact_pred_strep	D	07:58:11	1.32E-03	11:23:09
A3_3	B5	2	bact_strep	bact_pred_strep	D	12:48:29	1.07E-03	18:17:05
A3_3	C5	3	bact_strep	bact_pred_strep	D	07:36:42	1.19E-03	11:12:38
A3_3	D5	4	bact_strep	bact_pred_strep	D	08:03:15	1.19E-03	12:10:57
A3_3	E5	5	bact_strep	bact_pred_strep	D	12:49:02	9.47E-04	18:32:17
A3_3	F5	6	bact_strep	bact_pred_strep	D	12:52:23	6.58E-04	19:41:04
A3_3	G5	7	bact_strep	bact_pred_strep	D	05:58:29	1.25E-03	10:58:08
A3_3	H5	8	bact_strep	bact_pred_strep	D	07:29:25	1.26E-03	10:42:22
A3_3	A6	9	bact_strep	bact_pred_strep	D	07:46:58	1.26E-03	11:35:22
A3_3	B6	10	bact_strep	bact_pred_strep	D	07:04:59	1.27E-03	11:11:35
A3_3	C6	11	bact_strep	bact_pred_strep	D	12:34:51	1.00E-03	18:11:57
A3_3	D6	12	bact_strep	bact_pred_strep	D	12:56:32	1.09E-03	18:04:36
A3_3	E6	13	bact_strep	bact_pred_strep	D	13:09:19	1.08E-03	18:12:18
A3_3	F6	14	bact_strep	bact_pred_strep	D	12:49:28	1.06E-03	17:55:51
A3_3	G6	15	bact_strep	bact_pred_strep	D	07:46:30	1.21E-03	12:06:14
A3_3	H6	16	bact_strep	bact_pred_strep	D	07:50:54	1.21E-03	11:46:56
A3_3	A7	17	bact_strep	bact_pred_strep	D	07:21:21	1.45E-03	10:41:06
A3_3	B7	18	bact_strep	bact_pred_strep	D	09:00:01	1.24E-03	13:10:25
A3_3	C7	19	bact_strep	bact_pred_strep	D	06:32:56	1.23E-03	10:51:42
A3_3	D7	20	bact_strep	bact_pred_strep	D	08:07:47	1.26E-03	11:47:32
A3_3	E7	21	bact_strep	bact_pred_strep	D	07:42:22	1.19E-03	12:47:23
A3_3	F7	22	bact_strep	bact_pred_strep	D	12:29:54	8.48E-04	18:23:44
A3_3	G7	23	bact_strep	bact_pred_strep	D	12:48:56	9.54E-04	18:42:46
A3_3	H7	24	bact_strep	bact_pred_strep	D	07:38:24	1.27E-03	11:53:46
A3_3	A8	25	bact_strep	bact_pred_strep	D	12:22:34	6.14E-04	20:02:04
A3_3	B8	26	bact_strep	bact_pred_strep	D	12:45:12	6.49E-04	19:49:59
A3_3	C8	27	bact_strep	bact_pred_strep	D	12:24:53	9.71E-04	18:09:36
A3_3	D8	28	bact_strep	bact_pred_strep	D	06:02:27	1.24E-03	11:06:19
A3_3	E8	29	bact_strep	bact_pred_strep	D	06:10:49	1.29E-03	10:29:05
A3_3	F8	30	bact_strep	bact_pred_strep	D	13:17:59	7.10E-04	20:03:55
A3_3	G8	31	bact_strep	bact_pred_strep	D	08:18:21	1.20E-03	11:42:00
A3_3	H8	32	bact_strep	bact_pred_strep	D	07:40:04	1.26E-03	10:51:05
A3_3	A1	1	bact_strep	bact_strep	D	06:55:33	1.27E-03	11:07:56
A3_3	B1	2	bact_strep	bact_strep	D	10:47:43	1.97E-03	14:24:19
A3_3	C1	3	bact_strep	bact_strep	D	06:59:04	1.25E-03	11:10:20
A3_3	D1	4	bact_strep	bact_strep	D	07:03:25	1.24E-03	11:21:41
A3_3	E1	5	bact_strep	bact_strep	D	07:00:07	1.25E-03	11:13:43
A3_3	F1	6	bact_strep	bact_strep	D	13:49:30	5.88E-04	23:07:56
A3_3	G1	7	bact_strep	bact_strep	D	10:22:44	1.77E-03	14:25:07
A3_3	H1	8	bact_strep	bact_strep	D	08:39:12	7.92E-04	15:50:04
A3_3	A2	9	bact_strep	bact_strep	D	10:50:48	1.91E-03	14:17:52
A3_3	B2	10	bact_strep	bact_strep	D	08:59:37	1.05E-03	15:10:08
A3_3	C2	11	bact_strep	bact_strep	D	10:44:37	2.01E-03	14:01:03
A3_3	D2	12	bact_strep	bact_strep	D	10:46:29	1.81E-03	14:24:14
A3_3	E2	13	bact_strep	bact_strep	D	19:34:53	5.53E-04	28:36:54
A3_3	F2	14	bact_strep	bact_strep	D	06:44:06	1.25E-03	11:16:32
A3_3	G2	15	bact_strep	bact_strep	D	06:36:43	1.16E-03	10:54:36
A3_3	H2	16	bact_strep	bact_strep	D	07:01:36	1.24E-03	11:10:27
A3_3	A3	17	bact_strep	bact_strep	D	06:31:21	1.18E-03	10:50:31
A3_3	B3	18	bact_strep	bact_strep	D	06:49:51	1.20E-03	11:25:04
A3_3	C3	19	bact_strep	bact_strep	D	06:48:18	1.20E-03	10:53:38
A3_3	D3	20	bact_strep	bact_strep	D	06:29:39	1.18E-03	10:39:34
A3_3	E3	21	bact_strep	bact_strep	D	06:49:59	1.31E-03	11:28:30
A3_3	F3	22	bact_strep	bact_strep	D	06:40:15	1.20E-03	10:57:24
A3_3	G3	23	bact_strep	bact_strep	D	06:14:06	1.22E-03	10:31:14
A3_3	H3	24	bact_strep	bact_strep	D	06:39:01	1.18E-03	10:42:35
A3_3	A4	25	bact_strep	bact_strep	D	06:42:05	1.25E-03	10:55:01
A3_3	B4	26	bact_strep	bact_strep	D	06:03:59	1.17E-03	10:52:42
A3_3	C4	27	bact_strep	bact_strep	D	05:51:25	1.27E-03	10:03:33
A3_3	D4	28	bact_strep	bact_strep	D	06:02:26	1.24E-03	10:09:52
A3_3	E4	29	bact_strep	bact_strep	D	06:33:36	1.21E-03	10:41:20
A3_3	F4	30	bact_strep	bact_strep	D	08:19:45	6.10E-04	16:05:52
A3_3	G4	31	bact_strep	bact_strep	D	06:11:40	1.26E-03	11:03:42
A3_3	H4	32	bact_strep	bact_strep	D	06:43:36	1.28E-03	11:26:23
A3_4	A9	1	bact_pred_strep	bact	F	39:53:51	1.39E-03	45:17:33
A3_4	B9	2	bact_pred_strep	bact	F	27:53:36	8.58E-04	31:26:14
A3_4	C9	3	bact_pred_strep	bact	F	41:06:20	1.52E-04	45:33:21
A3_4	D9	4	bact_pred_strep	bact	F	06:44:40	1.23E-03	10:29:35
A3_4	E9	5	bact_pred_strep	bact	F	44:00:30	4.74E-05	45:10:17
A3_4	F9	6	bact_pred_strep	bact	F	34:04:47	1.51E-03	41:19:34
A3_4	G9	7	bact_pred_strep	bact	F	40:58:31	3.65E-04	44:01:56
A3_4	H9	8	bact_pred_strep	bact	F	16:51:21	1.42E-04	23:01:07
A3_4	A10	9	bact_pred_strep	bact	F	36:36:44	2.86E-04	46:15:43
A3_4	B10	10	bact_pred_strep	bact	F	03:10:20	4.00E-05	07:02:53
A3_4	C10	11	bact_pred_strep	bact	F	33:49:45	1.89E-03	40:50:40
A3_4	D10	12	bact_pred_strep	bact	F	44:18:48	8.52E-04	46:44:40
A3_4	E10	13	bact_pred_strep	bact	F	17:17:59	-4.91E-05	15:19:36
A3_4	F10	14	bact_pred_strep	bact	F	07:28:48	1.22E-03	11:35:20
A3_4	G10	15	bact_pred_strep	bact	F	39:45:27	1.63E-03	44:11:38
A3_4	H10	16	bact_pred_strep	bact	F	30:17:40	-1.29E-04	31:49:17
A3_4	A11	17	bact_pred_strep	bact	F	25:28:03	9.63E-04	28:36:13
A3_4	B11	18	bact_pred_strep	bact	F	39:50:05	2.83E-03	43:56:44
A3_4	C11	19	bact_pred_strep	bact	F	06:58:57	1.22E-03	10:41:29
A3_4	D11	20	bact_pred_strep	bact	F	06:54:52	1.17E-03	10:58:10
A3_4	E11	21	bact_pred_strep	bact	F	23:52:26	2.35E-04	29:19:27
A3_4	F11	22	bact_pred_strep	bact	F	21:13:29	-2.06E-05	16:24:27
A3_4	G11	23	bact_pred_strep	bact	F	30:56:49	-7.97E-05	31:13:38
A3_4	H11	24	bact_pred_strep	bact	F	42:36:55	1.86E-04	47:04:24
A3_4	A12	25	bact_pred_strep	bact	F	28:13:18	1.90E-03	37:11:57
A3_4	B12	26	bact_pred_strep	bact	F	14:39:42	-3.01E-05	10:49:54
A3_4	C12	27	bact_pred_strep	bact	F	35:58:50	2.30E-03	39:55:31
A3_4	D12	28	bact_pred_strep	bact	F	38:39:24	-1.38E-04	35:49:17
A3_4	E12	29	bact_pred_strep	bact	F	31:36:26	-1.07E-04	31:33:11
A3_4	F12	30	bact_pred_strep	bact	F	29:52:53	9.67E-04	32:43:30
A3_4	G12	31	bact_pred_strep	bact	F	07:27:57	1.18E-03	11:37:54
A3_4	H12	32	bact_pred_strep	bact	F	24:55:09	1.31E-03	28:37:09
A3_4	A5	1	bact_pred_strep	bact_pred_strep	D	08:44:47	1.13E-03	12:26:03
A3_4	B5	2	bact_pred_strep	bact_pred_strep	D	-1.27E-03	43:50:21
A3_4	C5	3	bact_pred_strep	bact_pred_strep	D	08:21:16	1.12E-03	11:53:54
A3_4	D5	4	bact_pred_strep	bact_pred_strep	D	09:04:20	1.07E-03	12:41:25
A3_4	E5	5	bact_pred_strep	bact_pred_strep	D	33:52:45	6.10E-04	43:25:01
A3_4	F5	6	bact_pred_strep	bact_pred_strep	D	35:57:20	-2.45E-03	33:21:56
A3_4	G5	7	bact_pred_strep	bact_pred_strep	D	06:19:44	1.19E-03	10:58:04
A3_4	H5	8	bact_pred_strep	bact_pred_strep	D	08:33:19	1.10E-03	12:27:49
A3_4	A6	9	bact_pred_strep	bact_pred_strep	D	08:24:10	1.12E-03	12:20:00
A3_4	B6	10	bact_pred_strep	bact_pred_strep	D	07:47:57	1.21E-03	11:44:00
A3_4	C6	11	bact_pred_strep	bact_pred_strep	D	30:58:14	7.25E-04	41:07:40
A3_4	D6	12	bact_pred_strep	bact_pred_strep	D	39:50:56	1.05E-03	45:06:08
A3_4	E6	13	bact_pred_strep	bact_pred_strep	D	37:09:40	5.60E-04	46:51:25
A3_4	F6	14	bact_pred_strep	bact_pred_strep	D	27:15:21	-7.83E-04	19:10:47
A3_4	G6	15	bact_pred_strep	bact_pred_strep	D	08:13:18	1.08E-03	12:14:29
A3_4	H6	16	bact_pred_strep	bact_pred_strep	D	08:27:00	1.12E-03	12:05:10
A3_4	A7	17	bact_pred_strep	bact_pred_strep	D	07:45:59	1.28E-03	11:34:13
A3_4	B7	18	bact_pred_strep	bact_pred_strep	D	09:29:27	1.14E-03	12:58:35
A3_4	C7	19	bact_pred_strep	bact_pred_strep	D	07:24:51	1.16E-03	11:27:33
A3_4	D7	20	bact_pred_strep	bact_pred_strep	D	08:29:23	1.13E-03	11:56:35
A3_4	E7	21	bact_pred_strep	bact_pred_strep	D	37:22:17	1.21E-03	41:25:04
A3_4	F7	22	bact_pred_strep	bact_pred_strep	D	-8.71E-04	44:43:26
A3_4	G7	23	bact_pred_strep	bact_pred_strep	D	37:23:17	7.68E-04	44:48:14
A3_4	H7	24	bact_pred_strep	bact_pred_strep	D	09:16:38	1.14E-03	13:04:04
A3_4	A8	25	bact_pred_strep	bact_pred_strep	D	31:53:32	-1.66E-03	29:21:55
A3_4	B8	26	bact_pred_strep	bact_pred_strep	D	33:43:18	-1.25E-03	30:24:10
A3_4	C8	27	bact_pred_strep	bact_pred_strep	D	28:16:00	-6.17E-04	17:17:16
A3_4	D8	28	bact_pred_strep	bact_pred_strep	D	06:32:12	1.31E-03	10:33:35
A3_4	E8	29	bact_pred_strep	bact_pred_strep	D	06:29:26	1.28E-03	10:12:05
A3_4	F8	30	bact_pred_strep	bact_pred_strep	D	36:08:06	-1.07E-03	32:35:16
A3_4	G8	31	bact_pred_strep	bact_pred_strep	D	09:04:48	1.14E-03	12:27:48
A3_4	H8	32	bact_pred_strep	bact_pred_strep	D	08:21:01	1.13E-03	11:50:26
A3_4	A1	1	bact_pred_strep	bact_strep	D	07:37:55	1.13E-03	11:05:39
A3_4	B1	2	bact_pred_strep	bact_strep	D	10:31:26	1.43E-03	14:24:15
A3_4	C1	3	bact_pred_strep	bact_strep	D	07:39:14	1.06E-03	11:28:24
A3_4	D1	4	bact_pred_strep	bact_strep	D	07:45:14	1.15E-03	10:59:13
A3_4	E1	5	bact_pred_strep	bact_strep	D	07:21:08	1.09E-03	10:55:56
A3_4	F1	6	bact_pred_strep	bact_strep	D	36:25:14	4.61E-04	46:28:58
A3_4	G1	7	bact_pred_strep	bact_strep	D	11:05:16	1.45E-03	14:48:36
A3_4	H1	8	bact_pred_strep	bact_strep	D	09:45:30	6.89E-04	14:13:06
A3_4	A2	9	bact_pred_strep	bact_strep	D	11:43:28	1.49E-03	15:00:22
A3_4	B2	10	bact_pred_strep	bact_strep	D	09:58:50	1.12E-03	14:44:14
A3_4	C2	11	bact_pred_strep	bact_strep	D	11:23:37	1.44E-03	14:59:36
A3_4	D2	12	bact_pred_strep	bact_strep	D	11:40:01	1.31E-03	15:13:06
A3_4	E2	13	bact_pred_strep	bact_strep	D	33:54:24	5.60E-04	38:47:41
A3_4	F2	14	bact_pred_strep	bact_strep	D	07:21:20	1.18E-03	11:47:34
A3_4	G2	15	bact_pred_strep	bact_strep	D	06:38:21	1.05E-03	10:49:44
A3_4	H2	16	bact_pred_strep	bact_strep	D	26:00:17	1.74E-03	28:26:55
A3_4	A3	17	bact_pred_strep	bact_strep	D	07:06:53	1.05E-03	10:39:00
A3_4	B3	18	bact_pred_strep	bact_strep	D	06:33:09	1.15E-03	10:22:06
A3_4	C3	19	bact_pred_strep	bact_strep	D	07:43:38	1.18E-03	11:11:21
